Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Puerto Rico,US,14/11/2022 04:21,18.428262,-66.397924,18375,0,,,"Vega Baja, Puerto Rico, US",36733.10277,0
Puerto Rico,US,14/11/2022 04:21,18.123276,-65.440971,1664,0,,,"Vieques, Puerto Rico, US",19842.5948,0
Puerto Rico,US,14/11/2022 04:21,18.127951,-66.473115,6889,0,,,"Villalba, Puerto Rico, US",32233.7638,0
Puerto Rico,US,14/11/2022 04:21,18.070399,-65.896289,9231,0,,,"Yabucoa, Puerto Rico, US",28594.8826,0
Puerto Rico,US,14/11/2022 04:21,18.080374,-66.858814,10109,0,,,"Yauco, Puerto Rico, US",30108.71184,0
Recovered,US,14/11/2022 04:21,,,0,0,,,"Recovered, US",,
Rhode Island,US,14/11/2022 04:21,41.71018079,-71.28652315,16850,190,,,"Bristol, Rhode Island, US",34757.3176,1.127596439
Rhode Island,US,14/11/2022 04:21,41.67106337,-71.57641596,60339,536,,,"Kent, Rhode Island, US",36726.68176,0.888314357
Rhode Island,US,14/11/2022 04:21,41.5642026,-71.26569799,25004,101,,,"Newport, Rhode Island, US",30462.22071,0.40393537
Rhode Island,US,14/11/2022 04:21,41.87064746,-71.57753536,262657,2639,,,"Providence, Rhode Island, US",41108.82083,1.004732408
Rhode Island,US,14/11/2022 04:21,,,29167,5,,,"Unassigned, Rhode Island, US",,0.017142661
Rhode Island,US,14/11/2022 04:21,41.45961631,-71.61435303,40636,254,,,"Washington, Rhode Island, US",32359.42888,0.625061522
South Carolina,US,14/11/2022 04:21,34.22333378,-82.46170658,7316,71,,,"Abbeville, South Carolina, US",29828.35243,0.97047567
South Carolina,US,14/11/2022 04:21,33.54338026,-81.63645384,48887,446,,,"Aiken, South Carolina, US",28610.30479,0.912307976
South Carolina,US,14/11/2022 04:21,32.98837386,-81.35321066,2355,24,,,"Allendale, South Carolina, US",27106.35359,1.01910828
South Carolina,US,14/11/2022 04:21,34.51828081,-82.63959517,66111,1054,,,"Anderson, South Carolina, US",32638.05922,1.594288394
South Carolina,US,14/11/2022 04:21,33.21927586,-81.05659969,4087,76,,,"Bamberg, South Carolina, US",29055.87943,1.859554686
South Carolina,US,14/11/2022 04:21,33.26679302,-81.43584352,6512,105,,,"Barnwell, South Carolina, US",31208.66481,1.612407862
South Carolina,US,14/11/2022 04:21,32.39226291,-80.72619758,50949,401,,,"Beaufort, South Carolina, US",26519.08683,0.787061571
South Carolina,US,14/11/2022 04:21,33.20222596,-79.94654523,62901,464,,,"Berkeley, South Carolina, US",27599.41555,0.737667128
South Carolina,US,14/11/2022 04:21,33.66926881,-80.77722168,3368,61,,,"Calhoun, South Carolina, US",23142.99457,1.811163895
South Carolina,US,14/11/2022 04:21,32.82487866,-79.96512315,132160,991,,,"Charleston, South Carolina, US",32123.98458,0.749848668
South Carolina,US,14/11/2022 04:21,35.05122251,-81.61828622,17308,327,,,"Cherokee, South Carolina, US",30205.93368,1.889299746
South Carolina,US,14/11/2022 04:21,34.69249168,-81.1583216,11801,157,,,"Chester, South Carolina, US",36599.05719,1.330395729
South Carolina,US,14/11/2022 04:21,34.64137396,-80.1564014,14065,204,,,"Chesterfield, South Carolina, US",30810.51479,1.450408816
South Carolina,US,14/11/2022 04:21,33.66610974,-80.21647898,10278,165,,,"Clarendon, South Carolina, US",30457.84561,1.605370695
South Carolina,US,14/11/2022 04:21,32.87582989,-80.67641292,10672,225,,,"Colleton, South Carolina, US",28324.9728,2.10832084
South Carolina,US,14/11/2022 04:21,34.33358335,-79.96027485,21284,331,,,"Darlington, South Carolina, US",31949.32301,1.555158805
South Carolina,US,14/11/2022 04:21,34.39007791,-79.37741872,11013,149,,,"Dillon, South Carolina, US",36133.07523,1.352946518
South Carolina,US,14/11/2022 04:21,33.0794369,-80.40502652,66667,535,,,"Dorchester, South Carolina, US",40947.98199,0.802495988
South Carolina,US,14/11/2022 04:21,33.77221995,-81.96231108,7833,73,,,"Edgefield, South Carolina, US",28734.40939,0.931954551
South Carolina,US,14/11/2022 04:21,34.39287073,-81.1195624,7106,112,,,"Fairfield, South Carolina, US",31798.45169,1.576132845
South Carolina,US,14/11/2022 04:21,34.02361754,-79.70189312,48221,669,,,"Florence, South Carolina, US",34868.72076,1.387362353
South Carolina,US,14/11/2022 04:21,33.43443342,-79.33202141,18658,237,,,"Georgetown, South Carolina, US",29767.07084,1.270232608
South Carolina,US,14/11/2022 04:21,34.89502264,-82.37295012,196568,2077,,,"Greenville, South Carolina, US",37545.79384,1.056631802
South Carolina,US,14/11/2022 04:21,34.15272415,-82.12715789,25407,320,,,"Greenwood, South Carolina, US",35880.01864,1.259495415
South Carolina,US,14/11/2022 04:21,32.77419582,-81.13845571,5705,86,,,"Hampton, South Carolina, US",29679.53387,1.507449606
South Carolina,US,14/11/2022 04:21,33.9212828,-78.99555293,115002,1236,,,"Horry, South Carolina, US",32479.00904,1.074763917
South Carolina,US,14/11/2022 04:21,32.43171982,-81.02487495,6854,96,,,"Jasper, South Carolina, US",22791.20806,1.400641961
South Carolina,US,14/11/2022 04:21,34.33988254,-80.58763164,25816,272,,,"Kershaw, South Carolina, US",38791.30291,1.053610164
South Carolina,US,14/11/2022 04:21,34.68270843,-80.70513032,29621,291,,,"Lancaster, South Carolina, US",30221.80957,0.982411127
South Carolina,US,14/11/2022 04:21,34.48244419,-82.00490796,21686,307,,,"Laurens, South Carolina, US",32130.73948,1.415659873
South Carolina,US,14/11/2022 04:21,34.16393091,-80.25690731,4806,98,,,"Lee, South Carolina, US",28559.54362,2.039117769
South Carolina,US,14/11/2022 04:21,33.89665987,-81.27146426,115631,923,,,"Lexington, South Carolina, US",38704.93724,0.798228849
South Carolina,US,14/11/2022 04:21,34.07859748,-79.36400756,10075,168,,,"Marion, South Carolina, US",32863.62005,1.667493797
South Carolina,US,14/11/2022 04:21,34.59905577,-79.67561152,9350,112,,,"Marlboro, South Carolina, US",35799.06578,1.197860963
South Carolina,US,14/11/2022 04:21,33.90161443,-82.30794338,2583,41,,,"McCormick, South Carolina, US",27295.78358,1.587301587
South Carolina,US,14/11/2022 04:21,34.28629098,-81.59935761,15459,208,,,"Newberry, South Carolina, US",40215.92092,1.345494534
South Carolina,US,14/11/2022 04:21,34.75225169,-83.06742317,27716,364,,,"Oconee, South Carolina, US",34842.73251,1.313320826
South Carolina,US,14/11/2022 04:21,33.4391073,-80.79886287,27969,432,,,"Orangeburg, South Carolina, US",32456.04874,1.544567199
South Carolina,US,14/11/2022 04:21,34.88807695,-82.72791551,51766,656,,,"Pickens, South Carolina, US",40797.89414,1.267241046
South Carolina,US,14/11/2022 04:21,34.01791263,-80.90267209,150797,992,,,"Richland, South Carolina, US",36270.2912,0.657838021
South Carolina,US,14/11/2022 04:21,34.00795823,-81.72713237,4383,83,,,"Saluda, South Carolina, US",21408.68461,1.893680128
South Carolina,US,14/11/2022 04:21,34.92960077,-81.99225984,109894,1587,,,"Spartanburg, South Carolina, US",34364.96396,1.444118878
South Carolina,US,14/11/2022 04:21,33.91826534,-80.37942316,33187,417,,,"Sumter, South Carolina, US",31096.97248,1.256516106
South Carolina,US,14/11/2022 04:21,,,0,0,,,"Unassigned, South Carolina, US",,
South Carolina,US,14/11/2022 04:21,34.68835752,-81.61730349,9097,158,,,"Union, South Carolina, US",33302.82618,1.73683632
South Carolina,US,14/11/2022 04:21,33.62190129,-79.72767442,9770,150,,,"Williamsburg, South Carolina, US",32172.02318,1.53531218
South Carolina,US,14/11/2022 04:21,34.97281497,-81.18085944,90639,709,,,"York, South Carolina, US",32258.28265,0.782223987
South Dakota,US,14/11/2022 04:21,43.71757685,-98.56050467,872,18,,,"Aurora, South Dakota, US",31697.56452,2.064220183
South Dakota,US,14/11/2022 04:21,44.41464384,-98.27858469,5277,64,,,"Beadle, South Dakota, US",28596.9761,1.212810309
South Dakota,US,14/11/2022 04:21,43.19486375,-101.6665572,891,15,,,"Bennett, South Dakota, US",26478.45468,1.683501684
South Dakota,US,14/11/2022 04:21,42.98914167,-97.88592746,2427,41,,,"Bon Homme, South Dakota, US",35168.81611,1.689328389
South Dakota,US,14/11/2022 04:21,44.36974375,-96.79079945,9043,61,,,"Brookings, South Dakota, US",25780.42592,0.674554904
South Dakota,US,14/11/2022 04:21,45.58994323,-98.35165355,11510,128,,,"Brown, South Dakota, US",29635.16053,1.112076455
South Dakota,US,14/11/2022 04:21,43.71756379,-99.08118954,1625,27,,,"Brule, South Dakota, US",30677.74212,1.661538462
South Dakota,US,14/11/2022 04:21,44.07657829,-99.20814467,665,18,,,"Buffalo, South Dakota, US",33893.98573,2.706766917
South Dakota,US,14/11/2022 04:21,44.90608745,-103.5079318,3138,47,,,"Butte, South Dakota, US",30089.17442,1.49776928
South Dakota,US,14/11/2022 04:21,45.77074915,-100.0510181,298,7,,,"Campbell, South Dakota, US",21656.97674,2.348993289
South Dakota,US,14/11/2022 04:21,43.20660134,-98.58856175,3360,37,,,"Charles Mix, South Dakota, US",36160.13775,1.101190476
South Dakota,US,14/11/2022 04:21,44.85834507,-97.72925109,899,11,,,"Clark, South Dakota, US",24063.16916,1.223581758
South Dakota,US,14/11/2022 04:21,42.91296147,-96.97656917,3761,25,,,"Clay, South Dakota, US",26730.63255,0.664716831
South Dakota,US,14/11/2022 04:21,44.97788119,-97.18827677,9860,106,,,"Codington, South Dakota, US",35202.97047,1.07505071
South Dakota,US,14/11/2022 04:21,45.70889983,-101.1970473,1168,18,,,"Corson, South Dakota, US",28585.41361,1.54109589
South Dakota,US,14/11/2022 04:21,43.67741105,-103.4534521,2405,28,,,"Custer, South Dakota, US",26805.61748,1.164241164
South Dakota,US,14/11/2022 04:21,43.67490933,-98.14458906,6698,84,,,"Davison, South Dakota, US",33871.0493,1.254105703
South Dakota,US,14/11/2022 04:21,45.367281,-97.60737498,1407,40,,,"Day, South Dakota, US",25940.26549,2.842928216
South Dakota,US,14/11/2022 04:21,44.75994309,-96.66943645,1137,12,,,"Deuel, South Dakota, US",26131.9237,1.055408971
South Dakota,US,14/11/2022 04:21,45.15639647,-100.8709139,3328,44,,,"Dewey, South Dakota, US",56483.36728,1.322115385
South Dakota,US,14/11/2022 04:21,43.38520741,-98.36978007,774,16,,,"Douglas, South Dakota, US",26497.77473,2.067183463
South Dakota,US,14/11/2022 04:21,45.41846445,-99.21545423,1025,17,,,"Edmunds, South Dakota, US",26769.39149,1.658536585
South Dakota,US,14/11/2022 04:21,43.23929297,-103.5275691,2320,42,,,"Fall River, South Dakota, US",34559.80933,1.810344828
South Dakota,US,14/11/2022 04:21,45.07082625,-99.14535601,648,17,,,"Faulk, South Dakota, US",28186.1679,2.62345679
South Dakota,US,14/11/2022 04:21,45.1723937,-96.77002276,2271,51,,,"Grant, South Dakota, US",32203.63018,2.245706737
South Dakota,US,14/11/2022 04:21,43.19419064,-99.18883902,1166,34,,,"Gregory, South Dakota, US",27861.4098,2.915951973
South Dakota,US,14/11/2022 04:21,44.29299053,-101.539099,506,12,,,"Haakon, South Dakota, US",26645.60295,2.371541502
South Dakota,US,14/11/2022 04:21,44.67385954,-97.18829593,1706,41,,,"Hamlin, South Dakota, US",27676.83323,2.403282532
South Dakota,US,14/11/2022 04:21,44.54708407,-99.00386459,632,13,,,"Hand, South Dakota, US",19805.70354,2.056962025
South Dakota,US,14/11/2022 04:21,43.6746384,-97.78715148,711,6,,,"Hanson, South Dakota, US",20590.79062,0.843881857
South Dakota,US,14/11/2022 04:21,45.58015551,-103.4958629,217,3,,,"Harding, South Dakota, US",16718.02773,1.382488479
South Dakota,US,14/11/2022 04:21,44.39091534,-99.99661148,4859,62,,,"Hughes, South Dakota, US",27724.52356,1.275982712
South Dakota,US,14/11/2022 04:21,43.33449012,-97.75536441,1913,39,,,"Hutchinson, South Dakota, US",26237.82746,2.038682697
South Dakota,US,14/11/2022 04:21,44.54747703,-99.48572582,341,8,,,"Hyde, South Dakota, US",26210.60723,2.346041056
South Dakota,US,14/11/2022 04:21,43.69318385,-101.6255063,718,21,,,"Jackson, South Dakota, US",21471.29187,2.924791086
South Dakota,US,14/11/2022 04:21,44.06637798,-98.62965972,456,20,,,"Jerauld, South Dakota, US",22652.75708,4.385964912
South Dakota,US,14/11/2022 04:21,43.96278565,-100.6940008,189,2,,,"Jones, South Dakota, US",20930.23256,1.058201058
South Dakota,US,14/11/2022 04:21,44.36956169,-97.4913945,1471,25,,,"Kingsbury, South Dakota, US",29783.35695,1.699524133
South Dakota,US,14/11/2022 04:21,44.02193107,-97.12926365,2528,28,,,"Lake, South Dakota, US",19754.62999,1.107594937
South Dakota,US,14/11/2022 04:21,44.35919441,-103.7929428,7528,88,,,"Lawrence, South Dakota, US",29128.61786,1.168969182
South Dakota,US,14/11/2022 04:21,43.27841182,-96.7203905,16802,107,,,"Lincoln, South Dakota, US",27486.58553,0.636828949
South Dakota,US,14/11/2022 04:21,43.89522709,-99.85201878,1358,13,,,"Lyman, South Dakota, US",35916.42423,0.957290133
South Dakota,US,14/11/2022 04:21,45.75870838,-97.59855639,894,15,,,"Marshall, South Dakota, US",18115.50152,1.677852349
South Dakota,US,14/11/2022 04:21,43.6742571,-97.36863144,1466,32,,,"McCook, South Dakota, US",26244.18188,2.182810368
South Dakota,US,14/11/2022 04:21,45.76626028,-99.22118798,513,13,,,"McPherson, South Dakota, US",21563.68222,2.53411306
South Dakota,US,14/11/2022 04:21,44.56676791,-102.7162741,8081,68,,,"Meade, South Dakota, US",28522.51871,0.841480015
South Dakota,US,14/11/2022 04:21,43.58078848,-100.7563186,621,8,,,"Mellette, South Dakota, US",30131.00437,1.288244767
South Dakota,US,14/11/2022 04:21,44.02197882,-97.60992207,507,15,,,"Miner, South Dakota, US",22879.06137,2.958579882
South Dakota,US,14/11/2022 04:21,43.67441641,-96.7910885,62393,540,,,"Minnehaha, South Dakota, US",32305.54951,0.865481705
South Dakota,US,14/11/2022 04:21,44.02266214,-96.67081159,1645,29,,,"Moody, South Dakota, US",25015.20681,1.762917933
South Dakota,US,14/11/2022 04:21,43.33749164,-102.5555498,4687,61,,,"Oglala Lakota, South Dakota, US",33060.5911,1.301472157
South Dakota,US,14/11/2022 04:21,44.0025835,-102.8240777,37360,367,,,"Pennington, South Dakota, US",32836.73918,0.982334047
South Dakota,US,14/11/2022 04:21,45.49049506,-102.4755586,771,19,,,"Perkins, South Dakota, US",26910.99476,2.464332036
South Dakota,US,14/11/2022 04:21,45.06583079,-99.95498503,767,9,,,"Potter, South Dakota, US",35624.70971,1.173402868
South Dakota,US,14/11/2022 04:21,45.62975048,-96.94672673,2704,56,,,"Roberts, South Dakota, US",26015.00866,2.071005917
South Dakota,US,14/11/2022 04:21,44.02351092,-98.0909816,641,8,,,"Sanborn, South Dakota, US",27346.41638,1.248049922
South Dakota,US,14/11/2022 04:21,44.93837606,-98.34626602,1613,36,,,"Spink, South Dakota, US",25297.99247,2.231866088
South Dakota,US,14/11/2022 04:21,44.41381872,-100.7349153,705,8,,,"Stanley, South Dakota, US",22756.61717,1.134751773
South Dakota,US,14/11/2022 04:21,44.71571812,-100.1278092,261,3,,,"Sully, South Dakota, US",18763.47951,1.149425287
South Dakota,US,14/11/2022 04:21,43.19338568,-100.7195503,3639,52,,,"Todd, South Dakota, US",35757.09934,1.428964001
South Dakota,US,14/11/2022 04:21,43.34459388,-99.8854891,1602,27,,,"Tripp, South Dakota, US",29443.11707,1.685393258
South Dakota,US,14/11/2022 04:21,43.3109081,-97.14865776,2136,63,,,"Turner, South Dakota, US",25477.09924,2.949438202
South Dakota,US,14/11/2022 04:21,,,0,0,,,"Unassigned, South Dakota, US",,
South Dakota,US,14/11/2022 04:21,42.83112163,-96.6557828,4234,54,,,"Union, South Dakota, US",26575.44564,1.275389702
South Dakota,US,14/11/2022 04:21,45.43019636,-100.0307514,1452,28,,,"Walworth, South Dakota, US",26715.73137,1.928374656
South Dakota,US,14/11/2022 04:21,43.00924485,-97.39467635,6589,60,,,"Yankton, South Dakota, US",28881.38862,0.91060859
South Dakota,US,14/11/2022 04:21,44.97881876,-101.6654622,701,11,,,"Ziebach, South Dakota, US",25435.41364,1.569186876
Tennessee,US,14/11/2022 04:21,36.12684348,-84.19965764,26430,375,,,"Anderson, Tennessee, US",34165.60576,1.425855513
Tennessee,US,14/11/2022 04:21,35.51123746,-86.45549096,17275,244,,,"Bedford, Tennessee, US",34425.60296,1.425733318
Tennessee,US,14/11/2022 04:21,36.07110411,-88.06849355,5322,101,,,"Benton, Tennessee, US",32778.46535,1.906739664
Tennessee,US,14/11/2022 04:21,35.59942968,-85.20611967,5203,62,,,"Bledsoe, Tennessee, US",34240.57355,1.202016285
Tennessee,US,14/11/2022 04:21,35.68938198,-83.92847788,46498,495,,,"Blount, Tennessee, US",34730.40394,1.064428194
Tennessee,US,14/11/2022 04:21,35.15739424,-84.857186,37616,443,,,"Bradley, Tennessee, US",34646.19369,1.18005126
Tennessee,US,14/11/2022 04:21,36.40355516,-84.1510856,14898,180,,,"Campbell, Tennessee, US",37209.47744,1.214165261
Tennessee,US,14/11/2022 04:21,35.80990797,-86.05738983,4982,72,,,"Cannon, Tennessee, US",33832.94727,1.449859041
Tennessee,US,14/11/2022 04:21,35.97366108,-88.45189331,10791,167,,,"Carroll, Tennessee, US",38635.79069,1.547352722
Tennessee,US,14/11/2022 04:21,36.28969086,-82.12588974,20029,364,,,"Carter, Tennessee, US",35172.27926,1.835232429
Tennessee,US,14/11/2022 04:21,36.26136216,-87.08903581,12541,136,,,"Cheatham, Tennessee, US",30599.74918,1.084860174
Tennessee,US,14/11/2022 04:21,35.42527478,-88.6095842,6654,101,,,"Chester, Tennessee, US",38313.00225,1.508978422
Tennessee,US,14/11/2022 04:21,36.48319149,-83.65947309,10627,204,,,"Claiborne, Tennessee, US",32979.75531,1.925996205
Tennessee,US,14/11/2022 04:21,36.55151008,-85.53930419,2597,56,,,"Clay, Tennessee, US",33985.55483,2.163833076
Tennessee,US,14/11/2022 04:21,35.9278914,-83.11828725,13912,239,,,"Cocke, Tennessee, US",38484.61282,1.724884527
Tennessee,US,14/11/2022 04:21,35.49090731,-86.07311784,19816,284,,,"Coffee, Tennessee, US",34920.38217,1.438921822
Tennessee,US,14/11/2022 04:21,35.81830662,-89.14916269,6072,89,,,"Crockett, Tennessee, US",42262.82502,1.479880279
Tennessee,US,14/11/2022 04:21,35.95271721,-84.99840585,18832,341,,,"Cumberland, Tennessee, US",30986.45076,1.813043246
Tennessee,US,14/11/2022 04:21,36.17007426,-86.78646056,225530,1789,,,"Davidson, Tennessee, US",32362.59335,0.795484391
Tennessee,US,14/11/2022 04:21,35.97616272,-85.83689361,7265,107,,,"DeKalb, Tennessee, US",35158.61396,1.485285952
Tennessee,US,14/11/2022 04:21,35.60048904,-88.11043779,4241,71,,,"Decatur, Tennessee, US",36182.80031,1.682464455
Tennessee,US,14/11/2022 04:21,36.14669837,-87.35891709,18860,260,,,"Dickson, Tennessee, US",34625.93609,1.397216274
Tennessee,US,14/11/2022 04:21,36.05931946,-89.41542855,14795,221,,,"Dyer, Tennessee, US",39680.83102,1.498813157
Tennessee,US,14/11/2022 04:21,35.19615831,-89.41399032,13243,197,,,"Fayette, Tennessee, US",32129.92002,1.490617433
Tennessee,US,14/11/2022 04:21,36.38128818,-84.92870012,6753,136,,,"Fentress, Tennessee, US",36187.44264,2.028942265
Tennessee,US,14/11/2022 04:21,35.15634626,-86.09201039,15190,202,,,"Franklin, Tennessee, US",35661.48597,1.34201435
Tennessee,US,14/11/2022 04:21,35.99438059,-88.93358327,20537,282,,,"Gibson, Tennessee, US",41524.02662,1.38221743
Tennessee,US,14/11/2022 04:21,35.20222469,-87.03992678,11009,206,,,"Giles, Tennessee, US",37197.93646,1.879562044
Tennessee,US,14/11/2022 04:21,36.27469206,-83.51254721,7859,115,,,"Grainger, Tennessee, US",33542.02401,1.470212222
Tennessee,US,14/11/2022 04:21,36.17470125,-82.84691273,26185,401,,,"Greene, Tennessee, US",37733.28121,1.538638631
Tennessee,US,14/11/2022 04:21,35.38433717,-85.72142731,4474,79,,,"Grundy, Tennessee, US",33194.30997,1.772492708
Tennessee,US,14/11/2022 04:21,36.21990035,-83.26586179,23172,380,,,"Hamblen, Tennessee, US",35560.7232,1.645662812
Tennessee,US,14/11/2022 04:21,35.17670231,-85.16652245,116490,1236,,,"Hamilton, Tennessee, US",31596.44811,1.060122362
Tennessee,US,14/11/2022 04:21,36.52692871,-83.22375847,2492,42,,,"Hancock, Tennessee, US",37326.28399,1.699716714
Tennessee,US,14/11/2022 04:21,35.20772017,-88.99161161,8976,130,,,"Hardeman, Tennessee, US",35572.85429,1.458871058
Tennessee,US,14/11/2022 04:21,35.19732531,-88.18593755,10288,172,,,"Hardin, Tennessee, US",39934.50803,1.679031628
Tennessee,US,14/11/2022 04:21,36.44355426,-82.94885298,20146,349,,,"Hawkins, Tennessee, US",35248.12454,1.73361311
Tennessee,US,14/11/2022 04:21,35.58332824,-89.28536625,7442,107,,,"Haywood, Tennessee, US",42868.70088,1.428956592
Tennessee,US,14/11/2022 04:21,35.65581134,-88.38600175,10501,178,,,"Henderson, Tennessee, US",37023.86457,1.700288184
Tennessee,US,14/11/2022 04:21,36.33160906,-88.30121797,9582,173,,,"Henry, Tennessee, US",29426.49559,1.807102332
Tennessee,US,14/11/2022 04:21,35.80609681,-87.47643507,8074,119,,,"Hickman, Tennessee, US",31837.31829,1.484530938
Tennessee,US,14/11/2022 04:21,36.28872054,-87.71878828,2952,63,,,"Houston, Tennessee, US",35861.48031,2.142128528
Tennessee,US,14/11/2022 04:21,36.03958805,-87.77992872,5778,83,,,"Humphreys, Tennessee, US",30873.96405,1.446749172
Tennessee,US,14/11/2022 04:21,36.36380466,-85.67239905,3718,66,,,"Jackson, Tennessee, US",31291.36263,1.789587852
Tennessee,US,14/11/2022 04:21,36.04818632,-83.45148924,18653,299,,,"Jefferson, Tennessee, US",33979.26415,1.614732408
Tennessee,US,14/11/2022 04:21,36.4552395,-81.84886538,5831,106,,,"Johnson, Tennessee, US",32679.33438,1.823499054
Tennessee,US,14/11/2022 04:21,35.99508821,-83.94635435,151393,1539,,,"Knox, Tennessee, US",32065.45428,1.020502891
Tennessee,US,14/11/2022 04:21,36.3418017,-89.48921915,3028,46,,,"Lake, Tennessee, US",43101.48233,1.488095238
Tennessee,US,14/11/2022 04:21,35.75893438,-89.6301591,8877,113,,,"Lauderdale, Tennessee, US",34322.94308,1.273016595
Tennessee,US,14/11/2022 04:21,35.21675201,-87.39787695,16347,223,,,"Lawrence, Tennessee, US",36826.60505,1.353346457
Tennessee,US,14/11/2022 04:21,35.52853208,-87.49022694,3963,67,,,"Lewis, Tennessee, US",32156.83078,1.698352345
Tennessee,US,14/11/2022 04:21,35.13738622,-86.58910106,11206,179,,,"Lincoln, Tennessee, US",32441.94844,1.596555745
Tennessee,US,14/11/2022 04:21,35.73939663,-84.31145275,17596,211,,,"Loudon, Tennessee, US",32161.35237,1.213410777
Tennessee,US,14/11/2022 04:21,36.53157855,-86.00778595,9914,157,,,"Macon, Tennessee, US",40167.46606,1.588747217
Tennessee,US,14/11/2022 04:21,35.61181957,-88.84076036,36539,472,,,"Madison, Tennessee, US",37009.10353,1.301602184
Tennessee,US,14/11/2022 04:21,35.12997174,-85.62265895,10461,138,,,"Marion, Tennessee, US",35991.28239,1.326412918
Tennessee,US,14/11/2022 04:21,35.45798777,-86.76420988,12034,128,,,"Marshall, Tennessee, US",34752,1.063117361
Tennessee,US,14/11/2022 04:21,35.6187413,-87.07462444,33594,370,,,"Maury, Tennessee, US",34706.96256,1.103040086
Tennessee,US,14/11/2022 04:21,35.42812616,-84.61520715,19152,279,,,"McMinn, Tennessee, US",35455.62702,1.462800818
Tennessee,US,14/11/2022 04:21,35.17468549,-88.5647812,9009,138,,,"McNairy, Tennessee, US",34949.79373,1.53674833
Tennessee,US,14/11/2022 04:21,35.51558739,-84.81482914,4013,62,,,"Meigs, Tennessee, US",31935.27612,1.562893874
Tennessee,US,14/11/2022 04:21,35.44550387,-84.24902965,17285,262,,,"Monroe, Tennessee, US",36800.94532,1.523731683
Tennessee,US,14/11/2022 04:21,36.49609412,-87.38550661,60074,616,,,"Montgomery, Tennessee, US",28609.09217,1.03025539
Tennessee,US,14/11/2022 04:21,35.27724699,-86.36230578,2604,41,,,"Moore, Tennessee, US",40058.56967,1.577529819
Tennessee,US,14/11/2022 04:21,36.13248031,-84.64880098,7415,94,,,"Morgan, Tennessee, US",34411.06387,1.276306857
Tennessee,US,14/11/2022 04:21,36.35732446,-89.14921589,12494,207,,,"Obion, Tennessee, US",41354.88377,1.664656212
Tennessee,US,14/11/2022 04:21,,,59303,282,,,"Out of TN, Tennessee, US",,0.476754015
Tennessee,US,14/11/2022 04:21,36.34117832,-85.28989535,8274,131,,,"Overton, Tennessee, US",36990.24324,1.592317977
Tennessee,US,14/11/2022 04:21,35.63708728,-87.86139634,2667,59,,,"Perry, Tennessee, US",32825.65627,2.225575255
Tennessee,US,14/11/2022 04:21,36.55606529,-85.077633,2086,38,,,"Pickett, Tennessee, US",40828.05071,1.843765163
Tennessee,US,14/11/2022 04:21,35.12245443,-84.52075859,5451,89,,,"Polk, Tennessee, US",32111.45437,1.646623497
Tennessee,US,14/11/2022 04:21,36.14005459,-85.50646123,28623,316,,,"Putnam, Tennessee, US",35472.61512,1.110135254
Tennessee,US,14/11/2022 04:21,35.60536161,-84.93076643,11289,166,,,"Rhea, Tennessee, US",33846.89601,1.478710137
Tennessee,US,14/11/2022 04:21,35.84923189,-84.52458689,18470,257,,,"Roane, Tennessee, US",34423.58848,1.398563343
Tennessee,US,14/11/2022 04:21,36.52454807,-86.87346725,24694,324,,,"Robertson, Tennessee, US",34255.63617,1.317073171
Tennessee,US,14/11/2022 04:21,35.84591405,-86.4107263,111536,952,,,"Rutherford, Tennessee, US",33457.12265,0.855423529
Tennessee,US,14/11/2022 04:21,36.42325673,-84.50360494,11357,136,,,"Scott, Tennessee, US",51123.79917,1.205460025
Tennessee,US,14/11/2022 04:21,35.36979721,-85.41022136,4897,72,,,"Sequatchie, Tennessee, US",32377.21283,1.47995889
Tennessee,US,14/11/2022 04:21,35.78077323,-83.52244332,35088,438,,,"Sevier, Tennessee, US",35537.91349,1.254439226
Tennessee,US,14/11/2022 04:21,35.1864775,-89.89692423,277555,3537,,,"Shelby, Tennessee, US",29533.72188,1.275381169
Tennessee,US,14/11/2022 04:21,36.25359775,-85.95411046,6983,93,,,"Smith, Tennessee, US",34370.19398,1.342378753
Tennessee,US,14/11/2022 04:21,36.50235092,-87.83920548,3649,65,,,"Stewart, Tennessee, US",26503.82793,1.788170564
Tennessee,US,14/11/2022 04:21,36.51240691,-82.30412917,55976,779,,,"Sullivan, Tennessee, US",35081.59244,1.395114399
Tennessee,US,14/11/2022 04:21,36.46824103,-86.45917204,62295,776,,,"Sumner, Tennessee, US",32318.60646,1.253639599
Tennessee,US,14/11/2022 04:21,35.501942,-89.73694895,20721,251,,,"Tipton, Tennessee, US",33440.47793,1.213651148
Tennessee,US,14/11/2022 04:21,36.39026213,-86.16087954,4596,47,,,"Trousdale, Tennessee, US",40446.65012,1.029798422
Tennessee,US,14/11/2022 04:21,,,40156,267,,,"Unassigned, Tennessee, US",,0.608922032
Tennessee,US,14/11/2022 04:21,36.10890856,-82.43709629,6380,104,,,"Unicoi, Tennessee, US",35469.44025,1.623837301
Tennessee,US,14/11/2022 04:21,36.28590426,-83.83651902,6676,82,,,"Union, Tennessee, US",33191.46806,1.236988988
Tennessee,US,14/11/2022 04:21,35.69864497,-85.45221699,2156,48,,,"Van Buren, Tennessee, US",36222.75204,2.256699577
